Number,Group,Sub-group,Type,Protocol,Universe,Address,X,Y
963,Haut,Port 5,GRB,ArtNet,8,7,5,200
964,Haut,Port 5,GRB,ArtNet,8,10,8,200
965,Haut,Port 5,GRB,ArtNet,8,13,10,200
966,Haut,Port 5,GRB,ArtNet,8,16,13,200
967,Haut,Port 5,GRB,ArtNet,8,19,15,200
968,Haut,Port 5,GRB,ArtNet,8,22,18,200
969,Haut,Port 5,GRB,ArtNet,8,25,20,200
970,Haut,Port 5,GRB,ArtNet,8,28,23,200
971,Haut,Port 5,GRB,ArtNet,8,31,25,200
972,Haut,Port 5,GRB,ArtNet,8,34,28,200
973,Haut,Port 5,GRB,ArtNet,8,37,30,200
974,Haut,Port 5,GRB,ArtNet,8,40,33,200
975,Haut,Port 5,GRB,ArtNet,8,43,35,200
976,Haut,Port 5,GRB,ArtNet,8,46,38,200
977,Haut,Port 5,GRB,ArtNet,8,49,40,200
978,Haut,Port 5,GRB,ArtNet,8,52,43,200
979,Haut,Port 5,GRB,ArtNet,8,55,45,200
980,Haut,Port 5,GRB,ArtNet,8,58,48,200
981,Haut,Port 5,GRB,ArtNet,8,61,51,200
982,Haut,Port 5,GRB,ArtNet,8,64,53,200
983,Haut,Port 5,GRB,ArtNet,8,67,56,200
984,Haut,Port 5,GRB,ArtNet,8,70,58,200
985,Haut,Port 5,GRB,ArtNet,8,73,61,200
986,Haut,Port 5,GRB,ArtNet,8,76,63,200
987,Haut,Port 5,GRB,ArtNet,8,79,66,200
988,Haut,Port 5,GRB,ArtNet,8,82,68,200
989,Haut,Port 5,GRB,ArtNet,8,85,71,200
990,Haut,Port 5,GRB,ArtNet,8,88,73,200
991,Haut,Port 5,GRB,ArtNet,8,91,76,200
992,Haut,Port 5,GRB,ArtNet,8,94,78,200
993,Haut,Port 5,GRB,ArtNet,8,97,81,200
994,Haut,Port 5,GRB,ArtNet,8,100,83,200
995,Haut,Port 5,GRB,ArtNet,8,103,86,200
996,Haut,Port 5,GRB,ArtNet,8,106,88,200
997,Haut,Port 5,GRB,ArtNet,8,109,91,200
998,Haut,Port 5,GRB,ArtNet,8,112,93,200
999,Haut,Port 5,GRB,ArtNet,8,115,96,200
1000,Haut,Port 5,GRB,ArtNet,8,118,98,200
1001,Haut,Port 5,GRB,ArtNet,8,121,101,200
1002,Haut,Port 5,GRB,ArtNet,8,124,104,200
1003,Haut,Port 5,GRB,ArtNet,8,127,106,200
1004,Haut,Port 5,GRB,ArtNet,8,130,109,200
1005,Haut,Port 5,GRB,ArtNet,8,133,111,200
1006,Haut,Port 5,GRB,ArtNet,8,136,114,200
1007,Haut,Port 5,GRB,ArtNet,8,139,116,200
1008,Haut,Port 5,GRB,ArtNet,8,142,119,200
1009,Haut,Port 5,GRB,ArtNet,8,145,121,200
1010,Haut,Port 5,GRB,ArtNet,8,148,124,200
1011,Haut,Port 5,GRB,ArtNet,8,151,126,200
1012,Haut,Port 5,GRB,ArtNet,8,154,129,200
1013,Haut,Port 5,GRB,ArtNet,8,157,131,200
1014,Haut,Port 5,GRB,ArtNet,8,160,134,200
1015,Haut,Port 5,GRB,ArtNet,8,163,136,200
1016,Haut,Port 5,GRB,ArtNet,8,166,139,200
1017,Haut,Port 5,GRB,ArtNet,8,169,141,200
1018,Haut,Port 5,GRB,ArtNet,8,172,144,200
1019,Haut,Port 5,GRB,ArtNet,8,175,146,200
1020,Haut,Port 5,GRB,ArtNet,8,178,149,200
1021,Haut,Port 5,GRB,ArtNet,8,181,150,200
1022,Haut,Port 5,GRB,ArtNet,8,184,150,203
1023,Haut,Port 5,GRB,ArtNet,8,187,150,205
1024,Haut,Port 5,GRB,ArtNet,8,190,150,208
1025,Haut,Port 5,GRB,ArtNet,8,193,150,210
1026,Haut,Port 5,GRB,ArtNet,8,196,150,213
1027,Haut,Port 5,GRB,ArtNet,8,199,150,215
1028,Haut,Port 5,GRB,ArtNet,8,202,150,218
1029,Haut,Port 5,GRB,ArtNet,8,205,150,220
1030,Haut,Port 5,GRB,ArtNet,8,208,150,223
1031,Haut,Port 5,GRB,ArtNet,8,211,150,225
1032,Haut,Port 5,GRB,ArtNet,8,214,150,228
1033,Haut,Port 5,GRB,ArtNet,8,217,150,230
1034,Haut,Port 5,GRB,ArtNet,8,220,150,233
1035,Haut,Port 5,GRB,ArtNet,8,223,150,235
1036,Haut,Port 5,GRB,ArtNet,8,226,150,238
1037,Haut,Port 5,GRB,ArtNet,8,229,150,240
1038,Haut,Port 5,GRB,ArtNet,8,232,150,243
1039,Haut,Port 5,GRB,ArtNet,8,235,150,245
1040,Haut,Port 5,GRB,ArtNet,8,238,150,248
1041,Haut,Port 5,GRB,ArtNet,8,241,150,251
1042,Haut,Port 5,GRB,ArtNet,8,244,150,253
1043,Haut,Port 5,GRB,ArtNet,8,247,150,256
1044,Haut,Port 5,GRB,ArtNet,8,250,150,258
1045,Haut,Port 5,GRB,ArtNet,8,253,150,261
1046,Haut,Port 5,GRB,ArtNet,8,256,150,263
1047,Haut,Port 5,GRB,ArtNet,8,259,150,266
1048,Haut,Port 5,GRB,ArtNet,8,262,150,268
1049,Haut,Port 5,GRB,ArtNet,8,265,150,271
1050,Haut,Port 5,GRB,ArtNet,8,268,150,273
1051,Haut,Port 5,GRB,ArtNet,8,271,150,276
1052,Haut,Port 5,GRB,ArtNet,8,274,150,278
1053,Haut,Port 5,GRB,ArtNet,8,277,150,281
1054,Haut,Port 5,GRB,ArtNet,8,280,150,283
1055,Haut,Port 5,GRB,ArtNet,8,283,150,286
1056,Haut,Port 5,GRB,ArtNet,8,286,150,288
1057,Haut,Port 5,GRB,ArtNet,8,289,150,291
1058,Haut,Port 5,GRB,ArtNet,8,292,150,293
1059,Haut,Port 5,GRB,ArtNet,8,295,150,296
1060,Haut,Port 5,GRB,ArtNet,8,298,150,298
1061,Haut,Port 5,GRB,ArtNet,8,301,150,301
1062,Haut,Port 5,GRB,ArtNet,8,304,150,304
1063,Haut,Port 5,GRB,ArtNet,8,307,150,306
1064,Haut,Port 5,GRB,ArtNet,8,310,150,309
1065,Haut,Port 5,GRB,ArtNet,8,313,150,311
1066,Haut,Port 5,GRB,ArtNet,8,316,150,314
1067,Haut,Port 5,GRB,ArtNet,8,319,150,316
1068,Haut,Port 5,GRB,ArtNet,8,322,150,319
1069,Haut,Port 5,GRB,ArtNet,8,325,150,321
1070,Haut,Port 5,GRB,ArtNet,8,328,150,324
1071,Haut,Port 5,GRB,ArtNet,8,331,150,326
1072,Haut,Port 5,GRB,ArtNet,8,334,150,329
1073,Haut,Port 5,GRB,ArtNet,8,337,150,331
